"DateTime","(mm) Precipitation (CHIRPS) at 4005, 2010-01-01 to 2019-07-17"
"2010-03-23",0.7258
"2010-03-24",0.0046
"2010-03-25",0.186
"2010-03-26",0.5286
"2010-03-27",0.0384
"2010-03-28",0
"2010-03-29",0.0004
"2010-03-30",0.5063
"2010-03-31",1.2829
"2010-04-01",1.1207
"2010-04-02",0.0653
"2010-04-03",0.0421
"2010-04-04",0.0336
"2010-04-05",0.4263
"2010-04-06",0
"2010-04-07",0
"2010-04-08",0
"2010-04-09",0
"2010-04-10",0.2176
"2010-04-11",0.4464
"2010-04-12",1.03
"2010-04-13",0
"2010-04-14",0
"2010-04-15",0.0047
"2010-04-16",0.5717
"2010-04-17",2.7754
"2010-04-18",0
"2010-04-19",0.1664
"2010-04-20",0.0001
"2010-04-21",0.0248
"2010-04-22",1.8962
"2010-04-23",0.0639
"2010-04-24",0.0039
"2010-04-25",0
"2010-04-26",0
"2010-04-27",0.0514
"2010-04-28",2.6722
"2010-04-29",0
"2010-04-30",0.0425
"2010-05-01",0.0042
"2010-05-02",3.7313
"2010-05-03",0.1036
"2010-05-04",0
"2010-05-05",0
"2010-05-06",0.0044
"2010-05-07",0
"2010-05-08",0.0198
"2010-05-09",0
"2010-05-10",0.0022
"2010-05-11",0
"2010-05-12",0.0134
"2010-05-13",0.4498
"2010-05-14",0.2731
"2010-05-15",0
"2010-05-16",0
"2010-05-17",0.2903
"2010-05-18",1.4789
"2010-05-19",0.0152
"2010-05-20",0.0049
"2010-05-21",0
"2010-05-22",0
"2010-05-23",0
"2010-05-24",0
"2010-05-25",0
"2010-05-26",0.0008
"2010-05-27",0.0527
"2010-05-28",0.0345
"2010-05-29",0.1925
"2010-05-30",0
"2010-05-31",0
"2010-06-01",0.3833
"2010-06-02",0.0565
"2010-06-03",0.0105
"2010-06-04",0.0032
"2010-06-05",0
"2010-06-06",0
"2010-06-07",2.1578
"2010-06-08",0
"2010-06-09",0
"2010-06-10",0.0521
"2010-06-11",0.5652
"2010-06-12",0.88
"2010-06-13",0.0279
"2010-06-14",0
"2010-06-15",0
"2010-06-16",0
"2010-06-17",0
"2010-06-18",0
"2010-06-19",0
"2010-06-20",0
"2010-06-21",0
"2010-06-22",0
"2010-06-23",0
"2010-06-24",0
"2010-06-25",0.0545
"2010-06-26",0.0825
"2010-06-27",0.0008
"2010-06-28",0.1163
"2010-06-29",0.035
"2010-06-30",0
"2010-07-01",0
"2010-07-02",0
"2010-07-03",0.0003
"2010-07-04",0
"2010-07-05",0
"2010-07-06",0
"2010-07-07",0
"2010-07-08",0
"2010-07-09",0
"2010-07-10",0
"2010-07-11",0.006
"2010-07-12",0
"2010-07-13",0.0091
"2010-07-14",0
"2010-07-15",0
"2010-07-16",0.0899
"2010-07-17",0.3654
"2010-07-18",0.004
"2010-07-19",0.1412
"2010-07-20",1.1697
"2010-07-21",5.8252
"2010-07-22",1.5632
"2010-07-23",1.2235
"2010-07-24",1.4182
"2010-07-25",1.18
"2010-07-26",1.7924
"2010-07-27",1.233
"2010-07-28",2.1402
"2010-07-29",4.6745
"2010-07-30",2.5425
"2010-07-31",9.9363
"2010-08-01",14.7169
"2010-08-02",10.4274
"2010-08-03",2.9205
"2010-08-04",3.8908
"2010-08-05",0.1237
"2010-08-06",0.563
"2010-08-07",0.0417
"2010-08-08",0.9935
"2010-08-09",0
"2010-08-10",0
"2010-08-11",0
"2010-08-12",0.0038
"2010-08-13",0
"2010-08-14",0
"2010-08-15",0
"2010-08-16",0.6459
"2010-08-17",2.8781
"2010-08-18",0.805
"2010-08-19",0.0748
"2010-08-20",0.4891
"2010-08-21",0
"2010-08-22",0.0032
"2010-08-23",1.2477
"2010-08-24",0.1258
"2010-08-25",0
"2010-08-26",0
"2010-08-27",0
"2010-08-28",0.0597
"2010-08-29",0
"2010-08-30",0.0126
"2010-08-31",0
"2010-09-01",0
"2010-09-02",0
"2010-09-03",0
"2010-09-04",0
"2010-09-05",0
"2010-09-06",0
"2010-09-07",0.9226
"2010-09-08",4.0572
"2010-09-09",0
"2010-09-10",0
"2010-09-11",0
"2010-09-12",0
"2010-09-13",1.3238
"2010-09-14",0
"2010-09-15",0.0049
"2010-09-16",0
"2010-09-17",0
"2010-09-18",0
"2010-09-19",0
"2010-09-20",0.7218
"2010-09-21",0
"2010-09-22",11.35
"2010-09-23",0.8959
"2010-09-24",0
"2010-09-25",0.0114
"2010-09-26",0
"2010-09-27",0
"2010-09-28",0
"2010-09-29",0
"2010-09-30",0.0066
"2010-10-01",0
"2010-10-02",0.2055
"2010-10-03",0.0142
"2010-10-04",0.2119
"2010-10-05",0.2398
"2010-10-06",5.6873
"2010-10-07",0.0323
"2010-10-08",0.2531
"2010-10-09",0
"2010-10-10",0.1047
"2010-10-11",0
"2010-10-12",0
"2010-10-13",0
"2010-10-14",0
"2010-10-15",0
"2010-10-16",0
"2010-10-17",0.0098
"2010-10-18",1.2077
"2010-10-19",0.4376
"2010-10-20",4.3194
"2010-10-21",11.7553
"2010-10-22",1.0526
"2010-10-23",0.034
"2010-10-24",0.1303
"2010-10-25",8.0321
"2010-10-26",0.0008
"2010-10-27",0
"2010-10-28",0
"2010-10-29",0
"2010-10-30",0
"2010-10-31",0
"2010-11-01",0
"2010-11-02",0
"2010-11-03",0
"2010-11-04",0
"2010-11-05",0
"2010-11-06",0
"2010-11-07",0
"2010-11-08",0.4294
"2010-11-09",1.4241
"2010-11-10",0
"2010-11-11",0.0271
"2010-11-12",0
"2010-11-13",0
"2010-11-14",0.1161
"2010-11-15",0
"2010-11-16",0.0542
"2010-11-17",0
"2010-11-18",0
"2010-11-19",1.0332
"2010-11-20",2.2818
"2010-11-21",0.8841
"2010-11-22",0.8505
"2010-11-23",0
"2010-11-24",0.3376
"2010-11-25",0.0907
"2010-11-26",0
"2010-11-27",0
"2010-11-28",0.3992
"2010-11-29",0.0014
"2010-11-30",0
"2010-12-01",0
"2010-12-02",0
"2010-12-03",0.1092
"2010-12-04",0.0079
"2010-12-05",0.05
"2010-12-06",0.3528
"2010-12-07",0.001
"2010-12-08",0.0577
"2010-12-09",0.0587
"2010-12-10",0.1693
"2010-12-11",0.0103
"2010-12-12",0.0585
"2010-12-13",0
"2010-12-14",0.0007
"2010-12-15",1.8137
"2010-12-16",1.0381
"2010-12-17",0.0489
"2010-12-18",1.1537
"2010-12-19",1.4133
"2010-12-20",6.1993
"2010-12-21",6.1369
"2010-12-22",1.867
"2010-12-23",0.076
"2010-12-24",0
"2010-12-25",0
"2010-12-26",0
"2010-12-27",0.0076
"2010-12-28",0.0016
"2010-12-29",6.9767
"2010-12-30",2.0728
"2010-12-31",0.0364
"2011-01-01",0.0316
"2011-01-02",0.0041
"2011-01-03",0.3284
"2011-01-04",0.0086
"2011-01-05",0
"2011-01-06",0
"2011-01-07",0.1619
"2011-01-08",0
"2011-01-09",0.1574
"2011-01-10",0.0471
"2011-01-11",2.0757
"2011-01-12",0.3246
"2011-01-13",0
"2011-01-14",0.0077
"2011-01-15",0.0406
"2011-01-16",1.2278
"2011-01-17",0.0894
"2011-01-18",0.3077
"2011-01-19",0.3113
"2011-01-20",0.043
"2011-01-21",0.0045
"2011-01-22",0.0059
"2011-01-23",0
"2011-01-24",0
"2011-01-25",0.0873
"2011-01-26",0
"2011-01-27",0
"2011-01-28",0
"2011-01-29",0
"2011-01-30",0.6817
"2011-01-31",0.7774
"2011-02-01",0.0601
"2011-02-02",0.1804
"2011-02-03",0
"2011-02-04",0
"2011-02-05",1.1391
"2011-02-06",0.0832
"2011-02-07",0.2093
"2011-02-08",0.1336
"2011-02-09",0
"2011-02-10",0
"2011-02-11",0
"2011-02-12",0
"2011-02-13",0.0108
"2011-02-14",0.2389
"2011-02-15",0.075
"2011-02-16",0.4667
"2011-02-17",2.8603
"2011-02-18",1.5499
"2011-02-19",1.298
"2011-02-20",0.8337
"2011-02-21",0.0011
"2011-02-22",0
"2011-02-23",0
"2011-02-24",0.2394
"2011-02-25",0.0527
"2011-02-26",2.1194
"2011-02-27",1.9992
"2011-02-28",0
"2011-03-01",0.0238
"2011-03-02",0.1478
"2011-03-03",0.0022
"2011-03-04",0
"2011-03-05",0
"2011-03-06",1.6823
"2011-03-07",3.3829
"2011-03-08",0.9222
"2011-03-09",0
"2011-03-10",0
"2011-03-11",0.0127
"2011-03-12",0.0038
"2011-03-13",0.0521
"2011-03-14",0.425
"2011-03-15",0.0338
"2011-03-16",0.1191
"2011-03-17",0.9037
"2011-03-18",0.1518
"2011-03-19",0.386
"2011-03-20",1.5799
"2011-03-21",2.9044
"2011-03-22",0.2111
"2011-03-23",0
"2011-03-24",0
"2011-03-25",0.0034
"2011-03-26",0.0014
"2011-03-27",0.0096
"2011-03-28",0
"2011-03-29",0.049
"2011-03-30",0.0798
"2011-03-31",0.4306
"2011-04-01",0
"2011-04-02",0.7
"2011-04-03",0.7717
"2011-04-04",0
"2011-04-05",0.0674
"2011-04-06",0.7695
"2011-04-07",4.3381
"2011-04-08",0.9962
"2011-04-09",0.2245
"2011-04-10",0
"2011-04-11",0.0049
"2011-04-12",0.053
"2011-04-13",0
"2011-04-14",0
"2011-04-15",0
"2011-04-16",0.007
"2011-04-17",0.0074
"2011-04-18",2.1969
"2011-04-19",1.574
"2011-04-20",0.0077
"2011-04-21",0.0062
"2011-04-22",0.158
"2011-04-23",0.8683
"2011-04-24",0.6609
"2011-04-25",0.7018
"2011-04-26",0
"2011-04-27",0
"2011-04-28",0
"2011-04-29",0
"2011-04-30",0
"2011-05-01",0.013
"2011-05-02",0
"2011-05-03",0
"2011-05-04",0
"2011-05-05",0
"2011-05-06",0
"2011-05-07",0
"2011-05-08",0.1488
"2011-05-09",0.7721
"2011-05-10",0.0004
"2011-05-11",0.2076
"2011-05-12",0
"2011-05-13",0
"2011-05-14",0
"2011-05-15",0
"2011-05-16",0.1077
"2011-05-17",4.6372
"2011-05-18",2.1751
"2011-05-19",1.2886
"2011-05-20",0.2288
"2011-05-21",0.0013
"2011-05-22",0.0521
"2011-05-23",0.0744
"2011-05-24",0.0401
"2011-05-25",0
"2011-05-26",0.6674
"2011-05-27",0.0098
"2011-05-28",0.017
"2011-05-29",0.0217
"2011-05-30",0.0006
"2011-05-31",0
"2011-06-01",1.1702
"2011-06-02",0.8609
"2011-06-03",0.0122
"2011-06-04",0.0335
"2011-06-05",0.0179
"2011-06-06",0.2049
"2011-06-07",0
"2011-06-08",0
"2011-06-09",0
"2011-06-10",0
"2011-06-11",0.0011
"2011-06-12",0.0353
"2011-06-13",0.0619
"2011-06-14",0
"2011-06-15",0
"2011-06-16",0
"2011-06-17",0.1256
"2011-06-18",0.062
"2011-06-19",0.221
"2011-06-20",0.0002
"2011-06-21",0
"2011-06-22",0
"2011-06-23",0
"2011-06-24",0
"2011-06-25",0
"2011-06-26",0
"2011-06-27",0
"2011-06-28",0
"2011-06-29",0.027
"2011-06-30",0.9029
"2011-07-01",0
"2011-07-02",0
"2011-07-03",0.0166
"2011-07-04",0.064
"2011-07-05",0.4874
"2011-07-06",1.2647
"2011-07-07",0.4606
"2011-07-08",0.1509
"2011-07-09",0.1955
"2011-07-10",0.8582
"2011-07-11",3.2672
"2011-07-12",3.5063
"2011-07-13",0.0319
"2011-07-14",0.0274
"2011-07-15",0
"2011-07-16",0
"2011-07-17",0.2178
"2011-07-18",0.5302
"2011-07-19",1.0776
"2011-07-20",0.2431
"2011-07-21",0.1655
"2011-07-22",0
"2011-07-23",0
"2011-07-24",0.0143
"2011-07-25",1.6806
"2011-07-26",8.0088
"2011-07-27",3.8821
"2011-07-28",0.0418
"2011-07-29",0.2808
"2011-07-30",2.2181
"2011-07-31",2.5354
"2011-08-01",1.784
"2011-08-02",3.2512
"2011-08-03",1.7435
"2011-08-04",1.4455
"2011-08-05",0
"2011-08-06",0
"2011-08-07",0
"2011-08-08",0
"2011-08-09",0.0006
"2011-08-10",0.0508
"2011-08-11",0.0848
"2011-08-12",0
"2011-08-13",0.8573
"2011-08-14",2.6947
"2011-08-15",0.0835
"2011-08-16",0
"2011-08-17",0.0363
"2011-08-18",1.5652
"2011-08-19",8.8176
"2011-08-20",0.4788
"2011-08-21",0.6289
"2011-08-22",0.6923
"2011-08-23",0.0501
"2011-08-24",1.0745
"2011-08-25",0.7721
"2011-08-26",0.4313
"2011-08-27",0.4409
"2011-08-28",0.3406
"2011-08-29",1.0301
"2011-08-30",0
"2011-08-31",0.4493
"2011-09-01",2.3555
"2011-09-02",0.9889
"2011-09-03",0
"2011-09-04",0
"2011-09-05",0
"2011-09-06",0.0448
"2011-09-07",0
"2011-09-08",0.0198
"2011-09-09",7.2189
"2011-09-10",1.5527
"2011-09-11",5.3924
"2011-09-12",3.9344
"2011-09-13",7.9961
"2011-09-14",7.2048
"2011-09-15",1.5008
"2011-09-16",0.3328
"2011-09-17",0.2028
"2011-09-18",0.1268
"2011-09-19",0
"2011-09-20",0
"2011-09-21",0
"2011-09-22",0
"2011-09-23",0
"2011-09-24",0
"2011-09-25",0
"2011-09-26",0
"2011-09-27",0
"2011-09-28",0
"2011-09-29",0
"2011-09-30",0.0309
"2011-10-01",1.8737
"2011-10-02",0.9361
"2011-10-03",0.0386
"2011-10-04",4.6314
"2011-10-05",7.6733
"2011-10-06",3.8396
"2011-10-07",0.0025
"2011-10-08",0
"2011-10-09",0
"2011-10-10",0
"2011-10-11",0
"2011-10-12",0
"2011-10-13",0.0014
"2011-10-14",0
"2011-10-15",0
"2011-10-16",0
"2011-10-17",0
"2011-10-18",0
"2011-10-19",0
"2011-10-20",0
"2011-10-21",0
"2011-10-22",0
"2011-10-23",0
"2011-10-24",0
"2011-10-25",0.0829
"2011-10-26",2.4519
"2011-10-27",0
"2011-10-28",0
"2011-10-29",0
"2011-10-30",0.1223
"2011-10-31",0
"2011-11-01",0
"2011-11-02",0
"2011-11-03",0.0063
"2011-11-04",1.8807
"2011-11-05",4.8937
"2011-11-06",0
"2011-11-07",1.2204
"2011-11-08",1.1804
"2011-11-09",0
"2011-11-10",0
"2011-11-11",3.4215
"2011-11-12",2.7775
"2011-11-13",0.2279
"2011-11-14",0.0264
"2011-11-15",0
"2011-11-16",0
"2011-11-17",0
"2011-11-18",0.0959
"2011-11-19",0
"2011-11-20",0.1057
"2011-11-21",0.885
"2011-11-22",0
"2011-11-23",0
"2011-11-24",0.2603
"2011-11-25",0.5339
"2011-11-26",0
"2011-11-27",0
"2011-11-28",0.0382
"2011-11-29",0.1313
"2011-11-30",0
"2011-12-01",0.0018
"2011-12-02",2.108
"2011-12-03",0.876
"2011-12-04",0
"2011-12-05",0.309
"2011-12-06",0
"2011-12-07",0
"2011-12-08",0
"2011-12-09",0
"2011-12-10",0
"2011-12-11",0
"2011-12-12",5.6827
"2011-12-13",3.6582
"2011-12-14",1.6237
"2011-12-15",0
"2011-12-16",0
"2011-12-17",0.0406
"2011-12-18",0.013
"2011-12-19",1.1972
"2011-12-20",0.0109
"2011-12-21",0
"2011-12-22",0
"2011-12-23",0.2753
"2011-12-24",0
"2011-12-25",0
"2011-12-26",0
"2011-12-27",0
"2011-12-28",0.0824
"2011-12-29",0
"2011-12-30",0.0844
"2011-12-31",0.3276
"2012-01-01",0
"2012-01-02",0
"2012-01-03",0.0636
"2012-01-04",0
"2012-01-05",0
"2012-01-06",0
"2012-01-07",0.0024
"2012-01-08",0
"2012-01-09",0
"2012-01-10",0
"2012-01-11",0
"2012-01-12",0
"2012-01-13",0
"2012-01-14",0
"2012-01-15",0.0164
"2012-01-16",0.0701
"2012-01-17",0.007
"2012-01-18",0.065
"2012-01-19",0.1714
"2012-01-20",1.9385
"2012-01-21",6.5426
"2012-01-22",0.0868
"2012-01-23",1.3783
"2012-01-24",1.2277
"2012-01-25",0
"2012-01-26",0.1093
"2012-01-27",0.1443
"2012-01-28",0
"2012-01-29",0
"2012-01-30",0.0154
"2012-01-31",0.216
"2012-02-01",0.968
"2012-02-02",0.8926
"2012-02-03",0.0163
"2012-02-04",0
"2012-02-05",0
"2012-02-06",0
"2012-02-07",0
"2012-02-08",0
"2012-02-09",0.0163
"2012-02-10",0
"2012-02-11",0.5376
"2012-02-12",1.7165
"2012-02-13",0.0506
"2012-02-14",2.3424
"2012-02-15",0.0378
"2012-02-16",0.0314
"2012-02-17",0.0807
"2012-02-18",0
"2012-02-19",4.1281
"2012-02-20",0.0164
"2012-02-21",0.1657
"2012-02-22",0.4405
"2012-02-23",0.0793
"2012-02-24",0.0071
"2012-02-25",0
"2012-02-26",0
"2012-02-27",0
"2012-02-28",0.1495
"2012-02-29",0
"2012-03-01",0.0399
"2012-03-02",0.0784
"2012-03-03",0
"2012-03-04",0
"2012-03-05",0
"2012-03-06",1.3826
"2012-03-07",0.3154
"2012-03-08",0.3168
"2012-03-09",0
"2012-03-10",0
"2012-03-11",0.0011
"2012-03-12",0.9954
"2012-03-13",0.0292
"2012-03-14",0.0006
"2012-03-15",0
"2012-03-16",0
"2012-03-17",2.2345
"2012-03-18",3.2625
"2012-03-19",0.0476
"2012-03-20",0.0907
"2012-03-21",0.0003
"2012-03-22",0
"2012-03-23",0
"2012-03-24",0.0026
"2012-03-25",2.0925
"2012-03-26",2.2415
"2012-03-27",0
"2012-03-28",0.003
"2012-03-29",0.2596
"2012-03-30",0.411
"2012-03-31",0
"2012-04-01",0
"2012-04-02",0.1199
"2012-04-03",0.4372
"2012-04-04",0.1015
"2012-04-05",1.3023
"2012-04-06",0.2424
"2012-04-07",0.0016
"2012-04-08",0.0094
"2012-04-09",0.0132
"2012-04-10",0.0529
"2012-04-11",0.2393
"2012-04-12",0
"2012-04-13",0.436
"2012-04-14",0.5084
"2012-04-15",0.0629
"2012-04-16",0.0266
"2012-04-17",0
"2012-04-18",0.3246
"2012-04-19",0.6355
"2012-04-20",0
"2012-04-21",0
"2012-04-22",0
"2012-04-23",0
"2012-04-24",0.0027
"2012-04-25",0.4789
"2012-04-26",1.9146
"2012-04-27",0.0583
"2012-04-28",0.3546
"2012-04-29",0
"2012-04-30",0
"2012-05-01",1.2328
"2012-05-02",0.4255
"2012-05-03",0.0842
"2012-05-04",0.047
"2012-05-05",0.0024
"2012-05-06",0.3982
"2012-05-07",0.1714
"2012-05-08",0.4429
"2012-05-09",1.1795
"2012-05-10",0.0554
"2012-05-11",0.0003
"2012-05-12",0.0562
"2012-05-13",0.1897
"2012-05-14",0.0763
"2012-05-15",0
"2012-05-16",0
"2012-05-17",0.0079
"2012-05-18",0
"2012-05-19",0.0022
"2012-05-20",0
"2012-05-21",0
"2012-05-22",0.019
"2012-05-23",0
"2012-05-24",0
"2012-05-25",0
"2012-05-26",0
"2012-05-27",0
"2012-05-28",0.0004
"2012-05-29",0
"2012-05-30",0
"2012-05-31",0
"2012-06-01",0
"2012-06-02",0.024
"2012-06-03",0
"2012-06-04",0.2138
"2012-06-05",0.0941
"2012-06-06",0.0013
"2012-06-07",0
"2012-06-08",0
"2012-06-09",0
"2012-06-10",0
"2012-06-11",0
"2012-06-12",0
"2012-06-13",0.0014
"2012-06-14",0.0099
"2012-06-15",0
"2012-06-16",0.0449
"2012-06-17",0
"2012-06-18",0
"2012-06-19",0.0144
"2012-06-20",0
"2012-06-21",0
"2012-06-22",0.0423
"2012-06-23",0.0045
"2012-06-24",0.0887
"2012-06-25",0.0004
"2012-06-26",0.0017
"2012-06-27",1.3904
"2012-06-28",0.2962
"2012-06-29",0.0421
"2012-06-30",0
"2012-07-01",0
"2012-07-02",0
"2012-07-03",0.011
"2012-07-04",0.2038
"2012-07-05",3.4984
"2012-07-06",0.8442
"2012-07-07",0.6204
"2012-07-08",0.678
"2012-07-09",3.409
"2012-07-10",1.323
"2012-07-11",0.832
"2012-07-12",1.9135
"2012-07-13",2.5761
"2012-07-14",2.9406
"2012-07-15",1.94
"2012-07-16",1.5536
"2012-07-17",0.0007
"2012-07-18",0
"2012-07-19",0.0846
"2012-07-20",0.9726
"2012-07-21",1.8155
"2012-07-22",1.6714
"2012-07-23",0.1065
"2012-07-24",1.763
"2012-07-25",0.66
"2012-07-26",0.0238
"2012-07-27",0.7571
"2012-07-28",1.2735
"2012-07-29",3.583
"2012-07-30",3.336
"2012-07-31",7.4503
"2012-08-01",4.9991
"2012-08-02",1.6401
"2012-08-03",1.8833
"2012-08-04",3.3888
"2012-08-05",0.6487
"2012-08-06",1.1015
"2012-08-07",0.307
"2012-08-08",0.1422
"2012-08-09",0.1245
"2012-08-10",0.0495
"2012-08-11",0
"2012-08-12",0
"2012-08-13",0.266
"2012-08-14",0.0657
"2012-08-15",0
"2012-08-16",0.522
"2012-08-17",1.9564
"2012-08-18",0.1471
"2012-08-19",0.0141
"2012-08-20",0.4221
"2012-08-21",2.768
"2012-08-22",7.2157
"2012-08-23",1.7092
"2012-08-24",0.0004
"2012-08-25",0.0275
"2012-08-26",0
"2012-08-27",0
"2012-08-28",0
"2012-08-29",0
"2012-08-30",0
"2012-08-31",0.0025
"2012-09-01",0.7972
"2012-09-02",2.8794
"2012-09-03",0.6491
"2012-09-04",0
"2012-09-05",0
"2012-09-06",0
"2012-09-07",2.2105
"2012-09-08",0.2132
"2012-09-09",0
"2012-09-10",0.1879
"2012-09-11",1.7307
"2012-09-12",5.2747
"2012-09-13",0.1829
"2012-09-14",0
"2012-09-15",0
"2012-09-16",0.0121
"2012-09-17",0
"2012-09-18",0
"2012-09-19",0
"2012-09-20",0.0021
"2012-09-21",0
"2012-09-22",0
"2012-09-23",0
"2012-09-24",0.78
"2012-09-25",3.3822
"2012-09-26",0.0665
"2012-09-27",0.0148
"2012-09-28",0
"2012-09-29",0
"2012-09-30",0
"2012-10-01",0.035
"2012-10-02",0.0045
"2012-10-03",0.0021
"2012-10-04",0
"2012-10-05",0.0214
"2012-10-06",0.642
"2012-10-07",0.3262
"2012-10-08",0.1385
"2012-10-09",0.0081
"2012-10-10",0.255
"2012-10-11",0.7146
"2012-10-12",6.6744
"2012-10-13",0.0939
"2012-10-14",0
"2012-10-15",0
"2012-10-16",0.0002
"2012-10-17",0.0007
"2012-10-18",0.1412
"2012-10-19",0.0009
"2012-10-20",0
"2012-10-21",0.017
"2012-10-22",0.0809
"2012-10-23",0.0108
"2012-10-24",0.0204
"2012-10-25",0.0465
"2012-10-26",0.0577
"2012-10-27",0.0168
"2012-10-28",0.0658
"2012-10-29",0
"2012-10-30",0.3843
"2012-10-31",0.0784
"2012-11-01",0
"2012-11-02",0.38
"2012-11-03",0.0286
"2012-11-04",0
"2012-11-05",0
"2012-11-06",0
"2012-11-07",0
"2012-11-08",0.1007
"2012-11-09",0.9834
"2012-11-10",2.1099
"2012-11-11",0.2981
"2012-11-12",0
"2012-11-13",0
"2012-11-14",0
"2012-11-15",0.9358
"2012-11-16",1.7428
"2012-11-17",0
"2012-11-18",0.2302
"2012-11-19",0.0018
"2012-11-20",0
"2012-11-21",0.0009
"2012-11-22",0
"2012-11-23",0
"2012-11-24",0
"2012-11-25",0
"2012-11-26",0.0406
"2012-11-27",0
"2012-11-28",0.0196
"2012-11-29",0.0317
"2012-11-30",1.6227
"2012-12-01",1.9056
"2012-12-02",0.1101
"2012-12-03",0.5496
"2012-12-04",0.1398
"2012-12-05",0.0253
"2012-12-06",0.0419
"2012-12-07",0
"2012-12-08",0
"2012-12-09",0.0048
"2012-12-10",0
"2012-12-11",0
"2012-12-12",0.9494
"2012-12-13",3.1147
"2012-12-14",9.0603
"2012-12-15",1.1545
"2012-12-16",0.393
"2012-12-17",0.0088
"2012-12-18",1.2958
"2012-12-19",0.047
"2012-12-20",0
"2012-12-21",0
"2012-12-22",1
"2012-12-23",0.2391
"2012-12-24",0.3309
"2012-12-25",0.314
"2012-12-26",0.1
"2012-12-27",0
"2012-12-28",0
"2012-12-29",0.5086
"2012-12-30",0.3921
"2012-12-31",0.9476
"2013-01-01",0.0139
"2013-01-02",0
"2013-01-03",0
"2013-01-04",0
"2013-01-05",0
"2013-01-06",0.4128
"2013-01-07",0.522
"2013-01-08",0.1391
"2013-01-09",0.0114
"2013-01-10",3.7508
"2013-01-11",0.1876
"2013-01-12",0
"2013-01-13",0
"2013-01-14",0
"2013-01-15",0
"2013-01-16",0
"2013-01-17",0
"2013-01-18",0
"2013-01-19",0
"2013-01-20",0
"2013-01-21",0
"2013-01-22",0
"2013-01-23",0.1949
"2013-01-24",1.3923
"2013-01-25",1.5748
"2013-01-26",15.9023
"2013-01-27",0.303
"2013-01-28",0.1107
"2013-01-29",0.0042
"2013-01-30",0
"2013-01-31",0
"2013-02-01",0
"2013-02-02",0
"2013-02-03",0.8344
"2013-02-04",0
"2013-02-05",0.0036
"2013-02-06",0.0817
"2013-02-07",0
"2013-02-08",2.6262
"2013-02-09",1.0287
"2013-02-10",0.6153
"2013-02-11",0.0037
"2013-02-12",0
"2013-02-13",0
"2013-02-14",0
"2013-02-15",0
"2013-02-16",0
"2013-02-17",0.0171
"2013-02-18",0
"2013-02-19",0.0233
"2013-02-20",3.4575
"2013-02-21",1.6734
"2013-02-22",0.0117
"2013-02-23",0.0279
"2013-02-24",0.0014
"2013-02-25",0
"2013-02-26",0
"2013-02-27",0
"2013-02-28",0
"2013-03-01",0
"2013-03-02",0
"2013-03-03",0.4079
"2013-03-04",0.0045
"2013-03-05",0.0002
"2013-03-06",0.1645
"2013-03-07",0.0004
"2013-03-08",6.3903
"2013-03-09",2.3568
"2013-03-10",0.0011
"2013-03-11",0
"2013-03-12",0
"2013-03-13",0
"2013-03-14",0.0007
"2013-03-15",0.05
"2013-03-16",0.3695
"2013-03-17",0.6884
"2013-03-18",0.0241
"2013-03-19",1.5579
"2013-03-20",1.2672
"2013-03-21",1.5712
"2013-03-22",0
"2013-03-23",0
"2013-03-24",0
"2013-03-25",0
"2013-03-26",1.1145
