date,Mount Powell,Defiance Plateau,Black Mesa,Navajo Mountain,Carrizo,Chuska,Navajo_Nation,All_Mountains
1993-08-01,-0.78,-0.599,-0.992,-0.957,-1.04,-0.808,-0.808,-0.835
1993-09-01,-0.982,-0.577,-0.178,-0.049,-0.701,-0.751,-0.595,-0.517
1993-10-01,-0.905,-0.332,-0.667,-0.643,-0.867,-0.675,-0.629,-0.607
1993-11-01,-2.242,-1.936,-1.822,-1.752,-2.204,-2.234,-1.985,-2.023
1993-12-01,-0.469,-0.255,-0.063,-0.219,-0.063,-0.409,-0.206,-0.236
1994-01-01,0.146,0.995,1.2,1.034,1.494,1.092,0.641,1.115
1994-02-01,-2.051,-1.469,-1.511,-1.846,-1.728,-1.624,-1.55,-1.571
1994-03-01,0.605,1.297,1.491,1.615,1.523,1.239,1.321,1.349
1994-04-01,-0.326,0.084,0.275,0.185,0.16,0.114,0.286,0.154
1994-05-01,-0.409,-0.061,0.021,-0.084,-0.101,-0.074,-0.112,-0.049
1994-06-01,1.742,2.055,2.466,2.472,2.093,1.978,2.108,2.163
1994-07-01,0.414,0.9,1.024,0.794,0.776,0.815,0.763,0.89
1994-08-01,1.223,1.547,1.471,1.399,1.523,1.491,1.632,1.494
1994-09-01,-0.624,0.391,0.416,0.525,0.46,0.368,0.352,0.382
1994-10-01,-1.251,-0.525,-0.695,-0.859,-1.037,-0.712,-0.709,-0.698
1994-11-01,-1.538,-1.825,-2.384,-3.161,-2.542,-2.033,-1.836,-2.145
1994-12-01,0.738,1.28,0.971,0.531,0.891,1.223,1.25,1.111
1995-01-01,-0.93,0.249,0.203,-0.827,-0.068,0.083,0.604,0.113
1995-02-01,2.61,3.606,4.121,4.103,3.734,3.629,3.567,3.777
1995-03-01,0.266,0.699,0.405,-0.007,0.433,0.539,0.708,0.512
1995-04-01,-2.252,-1.673,-1.473,-1.6,-1.598,-1.71,-1.565,-1.626
1995-05-01,-2.405,-2.292,-2.655,-3.019,-2.975,-2.644,-2.45,-2.592
1995-06-01,-2.326,-1.649,-2.319,-2.904,-2.234,-1.784,-2.036,-1.983
1995-07-01,-1.032,-0.477,-0.452,-0.86,-0.738,-0.451,-0.703,-0.497
1995-08-01,0.95,1.443,1.78,1.585,1.241,1.375,1.565,1.504
1995-09-01,-0.007,0.943,1.044,1.214,0.686,0.798,0.891,0.896
1995-10-01,-0.586,-0.107,0.728,0.446,0.19,-0.196,0.008,0.147
1995-11-01,1.392,2.22,2.538,3.206,2.052,2.25,2.268,2.323
1995-12-01,0.932,1.437,1.949,1.864,1.436,1.587,1.631,1.647
1996-01-01,-0.291,0.876,0.927,0.955,0.236,0.653,0.89,0.751
1996-02-01,2.234,2.82,2.633,2.432,2.415,2.548,2.618,2.622
1996-03-01,-1.124,-0.35,0.257,0.261,-0.122,-0.225,-0.109,-0.103
1996-04-01,-0.014,0.572,0.672,0.679,0.524,0.513,0.615,0.572
1996-05-01,2.124,2.307,2.239,2.334,2.386,2.384,2.216,2.316
1996-06-01,0.813,1.168,1.66,1.953,1.166,1.304,1.419,1.377
1996-07-01,0.515,0.957,1.694,1.506,0.983,0.98,1.225,1.199
1996-08-01,0.239,0.743,1.298,1.386,0.942,0.793,0.963,0.952
1996-09-01,-2.169,-1.831,-1.384,-1.054,-1.778,-1.871,-1.521,-1.691
1996-10-01,-1.402,-0.753,-0.594,-0.866,-0.818,-0.817,-0.564,-0.744
1996-11-01,-0.358,0.091,0.107,0.059,0.186,0.169,0.171,0.121
1996-12-01,0.19,0.951,0.739,0.722,-0.149,0.449,1.039,0.616
1997-01-01,-2.107,-1.239,-0.624,-0.186,-0.628,-1.133,-0.75,-0.959
1997-02-01,-1.195,-0.727,-0.777,-0.81,-0.446,-0.576,-0.419,-0.68
1997-03-01,0.563,1.46,1.759,2.016,1.505,1.417,1.389,1.538
1997-04-01,-2.174,-1.688,-1.595,-1.669,-1.872,-1.956,-1.577,-1.772
1997-05-01,0.083,0.901,1.125,1.558,0.469,0.604,1.044,0.838
1997-06-01,-1.368,-0.432,-0.23,-0.172,-0.402,-0.472,-0.395,-0.391
1997-07-01,-1.151,-1.066,-0.842,-1.069,-0.861,-0.874,-0.918,-0.918
1997-08-01,-0.549,-0.351,-0.36,-0.42,-0.722,-0.5,-0.325,-0.437
1997-09-01,1.126,1.416,0.789,0.017,0.687,1.122,1.151,1.034
1997-10-01,-1.496,-0.849,-0.439,-0.544,-0.652,-0.469,-0.716,-0.583
1997-11-01,-0.926,0.199,0.555,0.605,-0.072,0.269,0.315,0.302
1997-12-01,-3.258,-1.79,-0.727,-0.803,-0.231,-1.125,-1.109,-1.124
1998-01-01,-0.078,1.118,1.734,1.607,1.297,1.226,1.525,1.349
1998-02-01,-2.445,-2.081,-1.571,-1.752,-1.232,-2.035,-1.196,-1.844
1998-03-01,-2.184,-1.16,-0.803,-0.964,-0.913,-1.056,-0.985,-1.009
1998-04-01,-2.918,-2.322,-2.176,-2.481,-2.165,-2.262,-2.302,-2.258
1998-05-01,-1.175,-0.411,-0.591,-1.349,-0.426,-0.356,-0.804,-0.482
1998-06-01,-1.817,-1.287,-1.658,-2.33,-1.677,-1.483,-1.614,-1.528
1998-07-01,-0.141,0.356,1.012,0.668,0.609,0.513,0.639,0.629
1998-08-01,-0.086,0.483,1.425,1.205,0.738,0.45,0.815,0.788
1998-09-01,1.57,1.621,1.025,0.118,1.799,1.787,1.229,1.473
1998-10-01,-0.779,-0.291,-0.445,-1.198,-0.175,-0.248,-0.312,-0.342
1998-11-01,0.356,0.494,0.095,0.175,0.36,0.457,0.452,0.339
1998-12-01,0.62,0.654,0.43,0.73,1.153,0.851,0.609,0.69
1999-01-01,1.937,2.166,2.74,2.718,2.557,2.437,2.433,2.472
1999-02-01,1.663,1.352,1.551,1.409,1.655,1.713,1.264,1.565
1999-03-01,2.023,1.928,2.202,2.282,2.462,2.346,1.965,2.203
1999-04-01,-1.523,-2.03,-2.452,-2.738,-2.152,-1.904,-2.007,-2.133
1999-05-01,-1.451,-1.546,-1.13,-1.289,-1.656,-1.62,-1.291,-1.444
1999-06-01,-1.213,-1.024,-0.598,-0.609,-0.98,-1.069,-0.73,-0.898
1999-07-01,-1.038,-0.833,-0.744,-1.098,-0.609,-0.733,-0.684,-0.764
1999-08-01,-0.997,-1.018,-1.25,-1.604,-1.268,-1.099,-1.049,-1.148
1999-09-01,-0.936,-1.102,-0.796,-0.728,-0.891,-1.047,-0.867,-0.963
1999-10-01,0.317,0.311,1.725,2.15,1.486,0.805,0.745,1.042
1999-11-01,2.236,2.245,3.103,3.537,3.392,2.821,2.113,2.818
1999-12-01,-1.852,-1.524,0.148,0.416,0.56,-0.469,-0.645,-0.459
2000-01-01,1.337,1.552,1.946,1.764,1.628,1.768,1.959,1.753
