"date","car_total","ch_total","bm_total","dp_total","nm_total","mp_total","mt_range_sum_total"
2015-01-30,0,98297.2656,18.0864,384.6668,0.7968,0,98700.8156
2015-01-31,4135.8678,185627.6172,22042.9413,24888.7604,352.6848,1079.0472,238126.9187
2015-02-01,6987.5697,223253.2026,27491.1867,31544.4472,450.2784,1616.0298,291342.7144
2015-02-02,5863.9203,219078.0792,25705.4373,30890.4694,333.3312,1572.1706,283443.408
2015-02-03,4370.5914,217046.4057,20631.9195,28433.2692,128.6304,1274.9737,271885.7899
2015-02-04,2583.6207,204049.1925,8302.788,22087.1518,25.536,372.6107,237420.8997
2015-02-05,877.1625,171782.0028,79.2693,6023.7184,9.5808,0,178771.7338
2015-02-06,516.5343,162018.5175,0,3288.8016,4.7904,0,165828.6438
2015-02-07,0,130687.2261,0,70.3416,1.5936,0,130759.1613
2015-02-08,0,92492.2224,0,0,0,0,92492.2224
2015-02-09,0,70477.3107,0,0,0,0,70477.3107
2015-02-10,0,41358.1842,0,0,0,0,41358.1842
2015-02-11,0,30139.3152,0,0,0,0,30139.3152
2015-02-12,0,27777.3516,0,0,0,5.3361,27782.6877
2015-02-13,0,42765.0093,0,0,0,0,42765.0093
2015-02-14,0,38218.8249,0,0,0,0,38218.8249
2015-02-15,0,34907.6781,0,0,0,0,34907.6781
2015-02-16,0,26328.3813,0,0,0,0,26328.3813
2015-02-17,0,23300.3403,0,0,0,0,23300.3403
2015-02-18,0,5298.8427,0,0,0,0,5298.8427
2015-02-19,0,3885.1461,0,0,0,0,3885.1461
2015-02-20,0,2368.377,0,0,0,0,2368.377
2015-02-21,0,1378.4229,0,0,0,0,1378.4229
2015-02-22,0,1021.1049,0,0,0,0,1021.1049
2015-02-23,0,3517.2918,284.013,30.7468,408.8544,10.087,4250.993
2015-02-24,4961.8074,71346.3264,20533.1508,8222.6676,727.0656,819.357,106610.3748
2015-02-25,5719.4046,102548.4336,34449.7878,18993.5592,966.336,1201.5542,163879.0754
2015-02-26,5038.1841,96725.0664,31657.9824,18020.2792,670.3008,1128.3195,153240.1324
2015-02-27,5084.5593,98555.634,30512.7459,17713.2536,580.2528,1223.2066,153669.6522
2015-02-28,10434.9285,164109.2859,48788.4879,23972.6606,687.1104,2644.5804,250637.0537
2015-03-01,13517.0148,210677.4414,59331.1635,32840.458,1233.5424,3045.7581,320645.3782
2015-03-02,15705.4632,235522.4949,75596.7717,33082.119,1588.992,1501.5693,362997.4101
2015-03-03,8832.6111,193170.2337,49953.6477,15605.107,1082.3904,253.9845,268897.9744
2015-03-04,8407.2678,190542.114,52134.4719,15395.2988,1127.3568,231.4774,267837.9867
2015-03-05,8211.6987,187151.2578,51354.3546,14430.3138,1093.584,160.9916,262402.2005
2015-03-06,7458.8136,181203.2874,50027.265,13311.7054,1035.6192,134.7962,253171.4868
2015-03-07,6401.4387,170978.0373,45323.388,10556.3276,930.048,105.1974,234294.437
2015-03-08,5702.4546,161618.5962,37802.2716,8308.3826,820.3584,73.3964,214325.4598
2015-03-09,4892.6853,147584.2446,27532.7289,4940.3914,708.72,33.9724,185692.7426
2015-03-10,4260.1791,135349.3098,16884.2196,2347.1532,632.9088,19.9892,159493.7597
2015-03-11,3734.1528,124009.5024,9504.4032,891.989,570.6528,6.5296,138717.2298
2015-03-12,3342.3366,112869.8847,4119.6015,174.748,491.6448,0,120998.2156
2015-03-13,3124.8342,106952.1489,2817.6633,15.3734,462.1152,0,113372.135
2015-03-14,2569.1115,95594.9337,936.3951,0,396.6624,0,99497.1027
2015-03-15,2069.3577,85333.4937,273.5568,0,334.416,0,88010.8242
2015-03-16,1390.5102,68423.6484,41.8248,0,262.5792,0,70118.5626
2015-03-17,654.8802,70411.8024,0,0,146.0544,0,71212.737
2015-03-18,132.7185,47584.2213,0,0,51.0816,0,47768.0214
2015-03-19,13.5939,21788.1522,0,0,31.9296,0,21833.6757
2015-03-20,0,16329.8907,0,0,26.3424,0,16356.2331
2015-03-21,0,14459.0103,0,0,19.152,79.8644,14558.0267
2015-03-22,0,8455.6098,0,0,11.9712,0,8467.581
2015-03-23,0,2401.8183,0,0,1.5936,0,2403.4119
2015-03-24,0,694.9377,0,0,0,0,694.9377
2015-03-25,0,454.8933,0,0,0,0,454.8933
2015-03-26,0,364.1895,0,0,0,0,364.1895
2015-03-27,0,235.4634,0,0,0,0,235.4634
2015-03-28,0,31.1508,0,0,0,0,31.1508
2015-03-29,0,0,0,0,0,0,0
2015-03-30,0,0,0,0,0,0,0
2015-03-31,0,0,0,0,0,0,0
2015-04-01,0,0,0,0,0,0,0
2015-04-02,0,0,0,0,0,0,0
2015-04-03,0,0,0,0,0,0,0
2015-04-04,0,0,0,0,0,0,0
2015-04-05,0,0,0,0,0,0,0
2015-04-06,0,0,0,0,0,0,0
2015-04-07,0,0,0,0,0,0,0
2015-04-08,0,0,0,0,0,0,0
2015-04-09,0,0,0,0,0,0,0
2015-04-10,0,0,0,0,0,0,0
2015-04-11,0,0,0,0,0,0,0
2015-04-12,0,0,0,0,0,0,0
2015-04-13,0,0,0,0,0,0,0
2015-04-14,0,0,0,0,0,0,0
2015-04-15,0,0,0,0,0,0,0
2015-04-16,0,0,0,0,0,0,0
2015-04-17,0,0,0,0,0,0,0
2015-04-18,562.5705,5388.6303,25.9992,40.1478,0,0,6017.3478
2015-04-19,0,4.581,0,0,0,0,4.581
2015-04-20,0,0,0,0,0,0,0
2015-04-21,0,0,0,0,0,0,0
2015-04-22,0,0,0,0,0,0,0
2015-04-23,0,0,0,0,0,0,0
2015-04-24,0,0,0,0,0,0,0
2015-04-25,0,0,0,0,0,0,0
2015-04-26,0,3875.0679,42.5313,211.9096,11.1744,0,4140.6832
2015-04-27,215.0955,57791.1474,16.3908,7046.5472,28.7328,195.6031,65293.5168
2015-04-28,3.1866,33515.0541,0,173.8632,15.168,0.2695,33707.5414
2015-04-29,0,21308.0634,0,0,11.1744,0,21319.2378
2015-04-30,0,1056.8367,0,0,4.7904,0,1061.6271
2015-11-01,0,0,0,0,0,0,0
2015-11-02,0,0,0,0,0,0,0
2015-11-03,0,0,0,0,0,0,0
2015-11-04,0,0,0,0,3.1968,0,3.1968
2015-11-05,131.9388,20483.4834,4611.3255,8222.7782,444.3648,307.6997,34201.5904
2015-11-06,1060.1886,57064.6008,6504.3216,12702.7418,511.6704,361.6536,78205.1768
2015-11-07,856.1784,55577.6082,5442.876,12301.0426,461.184,313.3361,74952.2253
2015-11-08,466.5996,49438.6101,4304.7045,10822.8736,395.6256,223.7851,65652.1985
2015-11-09,190.3146,40384.2636,0,6870.472,173.9904,88.5885,47707.6291
2015-11-10,0,11621.5389,0,0,27.936,0,11649.4749
2015-11-11,525.3483,23718.1275,2723.6988,2353.2362,137.1648,73.4888,29531.0644
2015-11-12,770.6148,24393.3669,2238.8985,1709.7654,89.6256,1.1858,29203.457
2015-11-13,531.8232,21649.3479,431.6715,695.7846,46.8576,0,23355.4848
2015-11-14,252.1821,15517.6794,0,2.4332,15.168,0,15787.4627
2015-11-15,56.7825,11121.2937,0,0,4.7904,0,11182.8666
2015-11-16,7.1868,9669.5748,0,0,1.5936,0,9678.3552
2015-11-17,4235.7372,81439.1856,9922.086,17084.8244,206.1984,661.2914,113549.323
2015-11-18,4342.6239,90267.6888,9006.7446,19411.406,87.2064,795.2021,123910.8718
2015-11-19,3240.0942,79712.1486,3332.1366,17786.692,0.7968,589.0808,104660.949
2015-11-20,2450.292,82256.8941,1227.4731,16983.6254,0,409.6554,103327.94
2015-11-21,694.0686,59397.7041,0,8589.5278,0,0,68681.3005
2015-11-22,486.9735,51910.9758,0,6361.159,0,0,58759.1083
2015-11-23,387.816,48156.8463,0,5347.7312,0,0,53892.3935
2015-11-24,269.4711,44784.7722,0,3801.322,0,0,48855.5653
2015-11-25,99.9372,27436.9833,0,6.5254,0,0,27543.4459
2015-11-26,0,14516.2728,0,0,0,0,14516.2728
2015-11-27,0,13535.4807,0,0,0,0,13535.4807
2015-11-28,0,12321.5157,0,0,0,0,12321.5157
2015-11-29,0,11623.8294,0,0,0,0,11623.8294
2015-11-30,0,12049.8624,0,0,0,0,12049.8624
2015-12-01,0,11076.3999,0,0,0,0,11076.3999
2015-12-02,0,10045.6749,0,0,0,0,10045.6749
2015-12-03,0,9131.7654,0,0,0,0,9131.7654
2015-12-04,0,8491.3416,0,0,0,0,8491.3416
2015-12-05,0,12035.6613,0,0,0,0,12035.6613
2015-12-06,0,10026.4347,0,0,0,0,10026.4347
2015-12-07,0,8679.1626,0,0,0,0,8679.1626
2015-12-08,0,7379.5329,0,0,0,0,7379.5329
2015-12-09,0,9669.5748,0,0,0,0,9669.5748
2015-12-10,0,4999.2453,0,0,0,0,4999.2453
2015-12-11,0,3834.7551,0,0,0,0,3834.7551
2015-12-12,0,8910.9612,2908.6605,1381.1728,52.7712,0,13253.5657
2015-12-13,1189.7544,80020.908,6711.1848,18213.2762,33.3888,1088.6953,107257.2075
2015-12-14,658.1346,73084.3578,4966.695,17221.526,0,1026.3022,96957.0156
2015-12-15,2292.657,94622.8455,16178.5674,22532.2062,879.2832,1194.3085,137699.8678
2015-12-16,3884.0925,101267.1279,15926.0643,22767.4524,947.8848,1176.1981,145968.82
2015-12-17,3785.3079,100005.9786,15732.4833,22564.059,907.104,1164.7405,144159.6733
2015-12-18,3541.4652,124957.3113,15278.0625,22240.001,838.7424,1126.4946,167982.077
2015-12-19,3305.7924,121837.1922,14744.7963,21612.5672,757.1424,1083.2822,163340.7727
2015-12-20,754.3767,109081.3977,11908.3401,19636.8088,511.6032,736.2663,142628.7928
2015-12-21,1322.4051,119002.9275,12330.8271,21186.3148,366.7488,591.4293,154800.6526
2015-12-22,1223.2137,122133.5829,11829.636,21858.7628,268.3968,579.1401,157892.7323
2015-12-23,8700.6384,189200.3391,22264.7823,29064.4634,259.872,620.9973,250111.0925
2015-12-24,11339.4483,270067.8159,26574.4323,41927.1328,196.32,924.1001,351029.2494
2015-12-25,11653.0572,274352.8833,27131.013,43113.9814,174.2496,993.7389,357418.9234
2015-12-26,13239.2382,306408.8889,32564.1393,48818.9506,614.256,1193.9774,402839.4504
2015-12-27,13138.5213,304660.3212,32315.0274,48381.3064,527.3568,1470.1764,400492.7095
2015-12-28,12988.2087,301807.7325,31924.7568,47896.2148,471.792,1459.4118,396548.1166
2015-12-29,12893.3226,304790.4216,31760.001,47667.8258,437.4432,1448.755,398997.7692
2015-12-30,13209.1011,313551.126,31819.347,48614.3406,408.4512,1612.611,409214.9769
2015-12-31,13182.7269,312284.9376,31494.2157,48307.6468,349.2384,1586.4387,407205.2041
2016-01-01,13138.9281,311139.2295,31340.9052,47986.575,329.3184,1577.1525,405512.1087
2016-01-02,13089.6036,311059.5201,31362.8067,47948.5286,294.8736,1586.9546,405342.2872
2016-01-03,12944.5794,308941.7238,31170.9213,47556.341,270.9312,1566.3109,402450.8076
2016-01-04,12605.1726,304912.7343,30418.9227,46526.655,208.6464,1496.6875,396168.8185
2016-01-05,13475.2839,317408.328,32675.2011,49569.9246,637.536,1396.857,415163.1306
2016-01-06,14436.1794,333829.3806,37110.1842,53316.0572,780.096,1432.5542,440904.4516
2016-01-07,18231.4878,377081.8083,50688.4077,64259.153,1984.8576,1832.3228,514078.0372
2016-01-08,24186.1584,421896.357,62894.7495,74325.6332,3632.6112,2523.9368,589459.4461
2016-01-09,24868.2603,437217.9696,64022.4648,80868.6186,4262.8032,3066.4788,614306.5953
2016-01-10,24840.564,436732.3836,64119.114,80889.0796,4247.664,3090.1486,613918.9538
2016-01-11,24824.9022,437370.975,64802.2995,81031.7536,4236.9792,3092.0274,615358.9369
2016-01-12,24541.905,433565.5383,64293.0543,80575.971,4187.0784,3062.7212,610226.2682
2016-01-13,24240.3645,428280.4386,63722.2023,79856.8498,4141.1424,2964.5924,603205.59
2016-01-14,23963.6727,423339.372,63159.8283,79228.1994,4036.752,2880.1003,596607.9247
2016-01-15,23518.6335,415989.6156,61669.5372,77951.6542,3872.3328,2752.3958,585754.1691
2016-01-16,24112.5615,425192.3865,63167.4585,81841.788,4121.2704,2858.1784,601293.6433
2016-01-17,23918.2128,422453.8647,62645.7789,81445.7294,4041.1872,2837.0958,597341.8688
2016-01-18,23545.1772,416338.6878,61469.739,80337.1856,3923.4912,2752.4266,588366.7074
2016-01-19,23075.5266,407408.9445,59997.5343,78658.167,3755.0688,2527.6636,575422.9048
2016-01-20,23380.0842,427750.875,60973.0695,79018.9442,3884.6112,2493.1599,597500.744
2016-01-21,23648.8434,435083.2236,59044.8897,79026.7968,3487.0848,2377.9217,602668.76
2016-01-22,23167.5651,428474.673,57941.3367,77890.8242,3383.2416,2253.7746,593111.4152
2016-01-23,22946.1303,425137.4145,57037.158,77345.4556,3280.5216,2131.5525,587878.2325
2016-01-24,22145.7852,416771.1342,53853.5277,75434.73,3074.7552,1744.2656,573024.1979
2016-01-25,21934.7916,410043.9357,53944.8075,73735.6928,3349.9392,1448.9398,564458.1066
2016-01-26,21640.404,406944.4311,52943.4144,73045.217,3264.6432,1392.391,559230.5007
2016-01-27,21275.0637,402573.699,51788.1456,72185.0808,3154.9344,1343.8271,552320.7506
2016-01-28,20803.5147,406134.9684,50495.2506,71189.6808,3011.1648,1209.9087,552844.488
2016-01-29,20373.4932,400169.1321,49102.8804,70292.6042,2865.6096,1034.6182,543838.3377
2016-01-30,19630.4391,386744.9697,45894.5226,67774.021,2558.5056,456.4945,523058.9525
2016-01-31,15913.2024,354230.8641,22367.3661,56020.2272,891.216,0,449422.8758
2016-02-01,14937.7299,383283.5661,10963.1844,46088.3472,1074,0,456346.8276
2016-02-02,15405.3804,424054.008,23456.3652,58584.5988,1892.3808,426.5415,523819.2747
2016-02-03,15928.1184,430225.9893,23142.3966,59324.9552,1856.352,433.3483,530911.1598
2016-02-04,15744.7872,427429.2888,22607.8587,58775.4944,1827.8304,387.1252,526772.3847
2016-02-05,15658.3422,425371.9617,22560.5232,58383.7492,1794.9312,374.3817,524143.8892
2016-02-06,15411.0417,421341.5979,21922.8363,57647.1532,1745.0784,304.6197,518372.3272
2016-02-07,15106.3824,417169.2231,21289.8123,56984.991,1709.0592,236.4208,512495.8888
2016-02-08,14408.5509,406678.7331,19481.8788,54785.9312,1543.1328,1.8557,496900.0825
2016-02-09,12563.4417,385561.6974,15656.8878,48357.9698,1215.3888,0,463355.3855
2016-02-10,10663.1433,381662.3502,12727.8801,43819.6094,1022.16,0,449895.143
2016-02-11,9341.6874,371595.1446,10710.6813,39160.5844,919.7472,0,431727.8449
2016-02-12,7755.4725,360203.1138,8616.8979,34167.7686,824.592,0,411567.8448
2016-02-13,6282.7548,347907.2517,6319.6425,29299.4884,698.88,0,390508.0174
2016-02-14,3505.1583,327609.2988,2442.0879,17407.0022,487.776,0,351451.3232
2016-02-15,2994.8616,312940.0206,1333.7307,12176.9494,373.3536,0,329818.9159
2016-02-16,2366.8302,296332.0632,468.4095,6788.9598,269.712,0,306225.9747
2016-02-17,1782.3264,288036.7884,173.3751,3889.802,193.9392,0,294076.2311
2016-02-18,348.6276,232900.7886,0,88.1482,0,0,233337.5644
2016-02-19,0,109249.0623,0,0,0,0,109249.0623
2016-02-20,0,80622.3933,0,0,0,0,80622.3933
2016-02-21,0,65118.4569,0,0,0,0,65118.4569
2016-02-22,0,56598.7131,0,0,0,0,56598.7131
2016-02-23,0,85533.2253,0,0,0,0,85533.2253
2016-02-24,0,84013.2495,0,0,0,0,84013.2495
2016-02-25,0,82590.3909,0,0,0,0,82590.3909
2016-02-26,0,78971.859,0,0,0,0,78971.859
2016-02-27,0,75558.0978,0,0,0,0,75558.0978
2016-02-28,0,64332.8154,0,0,0,0,64332.8154
2016-02-29,0,55179.9774,0,0,0,0,55179.9774
2016-03-01,0,41163.4917,0,0,0,0,41163.4917
2016-03-02,0,31829.7042,0,0,0,0,31829.7042
2016-03-03,0,20905.3935,0,0,0,0,20905.3935
2016-03-04,0,16342.2594,0,0,0,0,16342.2594
2016-03-05,0,12588.1299,0,0,0,0,12588.1299
2016-03-06,0,9084.123,0,0,0,0,9084.123
2016-03-07,0,5025.357,405.9549,0,48.4992,0,5479.8111
2016-03-08,0,11593.1367,0.8478,0,26.3424,0,11620.3269
2016-03-09,0,9964.5912,0,0,4.7904,0,9969.3816
2016-03-10,0,8291.1519,0,0,0,0,8291.1519
2016-03-11,0,6470.2044,0,0,0,0,6470.2044
2016-03-12,0,3287.3256,0,0,0,0,3287.3256
2016-03-13,0,2882.8233,0,0,27.936,0,2910.7593
2016-03-14,0,2625.8292,0,0,0,0,2625.8292
2016-03-15,0,1740.3219,0,0,0,0,1740.3219
2016-03-16,0,1573.5735,0,0,0,0,1573.5735
2016-03-17,0,1444.8474,0,0,0,0,1444.8474
2016-03-18,0,1185.5628,0,0,0,0,1185.5628
2016-03-19,0,983.0826,0,0,0,0,983.0826
2016-03-20,0,863.9766,0,0,0,0,863.9766
2016-03-21,0,709.5969,0,0,0,0,709.5969
2016-03-22,0,214.3908,0,0,0,0,214.3908
2016-03-23,0,166.7484,0,0,0,0,166.7484
2016-03-24,0,161.7093,0,0,0,0,161.7093
2016-03-25,0,159.4188,0,0,0,0,159.4188
2016-03-26,0,154.8378,0,0,0,0,154.8378
2016-03-27,0,152.5473,0,0,0,0,152.5473
2016-03-28,0,149.7987,0,0,0,0,149.7987
2016-03-29,0,133.3071,0,0,0,0,133.3071
2016-03-30,1643.9805,16892.4375,757.2267,1666.6314,118.896,0,21079.1721
2016-03-31,1576.7907,14928.1047,879.3099,1137.521,90.48,0,18612.2063
2016-04-01,1106.6316,9530.7705,42.6726,133.4942,56.6496,0,10870.2185
2016-04-02,752.2749,6610.383,0,0,14.3616,0,7377.0195
2016-04-03,406.1898,3802.6881,0,0,0.7968,0,4209.6747
2016-04-04,0,195.1506,0,0,0,0,195.1506
2016-04-05,0,109.4859,0,0,0,0,109.4859
2016-04-06,0,54.972,0,0,0,0,54.972
2016-04-07,0,35.7318,0,0,0,0,35.7318
2016-04-08,0,14.2011,0,0,0,0,14.2011
2016-04-09,0,0,0,0,0,0,0
2016-04-10,0,0,0,0,0,0,0
2016-04-11,0,0,0,0,0,0,0
2016-04-12,0,0,0,0,0,0,0
2016-04-13,0,16.4916,0,0,0,0,16.4916
2016-04-14,0,0,0,0,0,0,0
2016-04-15,0,0,0,0,0,0,0
2016-04-16,3707.8803,41146.542,6983.8938,6493.4366,244.8,126.0028,58702.5555
2016-04-17,7887.2418,100413.6876,28512.3618,16837.5228,128.496,786.1315,154565.4415
2016-04-18,7818.2214,127000.8954,22364.2575,17190.005,86.9952,1017.9246,175478.2991
2016-04-19,4487.8515,22908.2067,13631.3523,9404.5392,64.6464,695.2176,51191.8137
2016-04-20,2677.7949,7444.5831,3033.2871,496.9258,18.3552,1.5554,13672.5015
2016-04-21,327.0333,133.3071,0,0,0,0,460.3404
2016-04-22,8.0004,0,0,0,0,0,8.0004
2016-04-23,0,0,0,0,0,0,0
2016-04-24,0,0,0,0,0,0,0
2016-04-25,0,0,0,0,0,0,0
2016-04-26,0,0,151.4736,0,148.848,0,300.3216
2016-04-27,43.1886,1920.3552,0,0,89.3856,0,2052.9294
2016-04-28,0,0,0,0,76.6176,0,76.6176
2016-04-29,0,16.4916,0,0,380.688,0,397.1796
2016-04-30,158.313,5061.0888,0,0,382.3008,0,5601.7026
2016-11-01,0,0,0,0,0,0,0
2016-11-02,0,0,0,0,0,0,0
2016-11-03,0,0,0,0,0,0,0
2016-11-04,0,0,0,0,0,0,0
2016-11-05,0,0,0,0,0,0,0
2016-11-06,0,0,0,0,0,0,0
2016-11-07,0,0,0,0,0,0,0
2016-11-08,0,0,0,0,0,0,0
2016-11-09,0,0,0,0,0,0,0
2016-11-10,0,0,0,0,0,0,0
2016-11-11,0,0,0,0,0,0,0
2016-11-12,0,0,0,0,0,0,0
2016-11-13,0,0,0,0,0,0,0
2016-11-14,0,0,0,0,0,0,0
2016-11-15,0,0,0,0,0,0,0
2016-11-16,0,0,0,0,0,0,0
2016-11-17,0,0,0,0,0,0,0
2016-11-18,0,0,0,0,0,0,0
2016-11-19,0,0,0,0,0,0,0
2016-11-20,0,0,0,0,0,0,0
2016-11-21,0,0,0,0,0,0,0
2016-11-22,356.2551,5843.5236,497.0934,475.3588,0,10.9879,7183.2188
2016-11-23,535.0437,11910.6,276.6654,387.1,0.7968,10.9879,13121.1938
2016-11-24,172.7205,5661.1998,0,0,0,0,5833.9203
2016-11-25,0,1829.6514,0,0,0,0,1829.6514
2016-11-26,0,276.2343,0,0,0,0,276.2343
2016-11-27,0,0,0,0,0,0,0
2016-11-28,0,15172.272,2374.9704,4362.2852,0,119.6426,22029.1702
2016-11-29,2265.3675,82086.939,11489.3856,11524.1882,115.344,278.432,107759.6563
2016-11-30,2026.7793,79298.9424,10033.713,10783.1682,47.2608,248.2403,102438.104
2016-12-01,1904.4003,77221.917,9790.1118,10327.9386,36.624,227.4272,99508.4189
2016-12-02,1829.0406,75586.5,9505.8162,9941.281,25.536,197.4126,97085.5864
2016-12-03,1511.0586,92052.4464,3522.8916,9610.034,38.3136,262.2774,106997.0216
2016-12-04,1226.4003,88396.3503,2420.6103,8629.6756,20.7552,228.7362,100922.5279
2016-12-05,827.4312,81954.5481,1656.7425,7489.279,7.9776,138.1072,92074.0856
2016-12-06,146.5497,90150.4152,280.0566,3981.4894,0,0.6776,94559.1885
2016-12-07,37.5951,79017.669,43.9443,1925.3248,0,0,81024.5332
2016-12-08,21.5943,84471.3495,27.2709,1707.664,0,0,86227.8787
2016-12-09,11.187,81230.7501,16.2495,1389.689,0,0,82647.8756
2016-12-10,4.8138,78378.1614,6.7824,817.334,0,0,79207.0916
2016-12-11,0,56425.0932,0,0,0,0,56425.0932
2016-12-12,0,37838.1438,0,0,0,0,37838.1438
2016-12-13,0,31129.7274,0,0,0,0,31129.7274
2016-12-14,0,25046.6175,0,0,0,0,25046.6175
2016-12-15,0,10397.9538,0,0,0,0,10397.9538
2016-12-16,0,1654.6572,0,0,0,0,1654.6572
2016-12-17,0,178.659,0,0,0.7968,0,179.4558
2016-12-18,1970.8782,26362.2807,5580.9261,5340.5422,505.4592,370.3854,40130.4718
2016-12-19,1871.0427,24915.1428,5266.6749,4994.696,444.4992,337.4448,37829.5004
2016-12-20,4456.4262,202795.8309,1425.717,9509.2774,364.2336,525.0476,219076.5327
2016-12-21,4322.8602,207435.0096,2490.2712,9182.4544,294.0768,501.2315,224225.9037
2016-12-22,4002.7425,201268.5255,1840.7151,7083.7088,183.072,46.585,214425.3489
2016-12-23,5815.4094,282261.0636,4369.7025,7123.746,893.5104,0,300463.4319
2016-12-24,5480.7486,274705.6203,2809.7505,8267.4606,655.92,0,291919.5
2016-12-25,3044.3895,247527.0054,4350.627,4982.6406,562.1856,174.7207,260641.5688
2016-12-26,2916.5865,243416.9322,9050.4063,6066.2994,686.7552,265.3343,262402.3139
2016-12-27,2870.5842,240382.0197,9081.0684,5853.2838,659.6256,253.4917,259100.0734
2016-12-28,2855.1936,250623.7614,4119.8841,3825.7646,739.6992,6.3294,262170.6323
2016-12-29,2524.3296,237997.1511,2636.3754,2369.4944,591.4944,0,246118.8449
2016-12-30,2442.8001,234475.7364,2190.8565,1995.4452,555.2352,0,241660.0734
2016-12-31,2292.4536,226749.4218,1867.5621,1265.4852,489.4848,0,232664.4075
2017-01-01,4371.1338,236580.2478,15452.4267,3622.4818,1231.1136,0,261257.4037
2017-01-02,5371.5567,272567.6676,18391.1841,10614.6138,1104.9216,77,308126.9438
2017-01-03,5148.6981,273417.9012,20866.4775,12742.0048,977.3472,97.3742,313249.803
2017-01-04,4813.5966,334990.206,17422.9965,13578.0302,1127.4432,93.4241,372025.6966
2017-01-05,3973.2156,323902.8117,11334.8034,11069.0692,896.16,2.3793,351178.4392
2017-01-06,6168.0711,361930.6089,4903.8165,8691.8328,1721.2896,16.2085,383431.8274
2017-01-07,6653.3835,373434.8742,7443.684,15519.7238,1863.9264,699.4449,405615.0368
2017-01-08,6536.1573,368766.8352,6710.1957,14896.0504,1805.3184,633.9949,399348.5519
2017-01-09,6254.0415,360312.1416,4014.1917,7325.3698,1471.7568,0,379377.5014
2017-01-10,2904.1452,291496.8177,0,69.5674,660.048,0,295130.5783
2017-01-11,2690.6769,284529.1167,0,12.166,593.0016,0,287824.9612
2017-01-12,2470.7676,267683.4054,0,0,529.9488,0,270684.1218
2017-01-13,2416.392,254185.4889,2347.6995,0,893.0208,0,259842.6012
2017-01-14,2387.6109,242646.408,2088.5553,0,927.0528,0,248049.627
2017-01-15,2932.9263,252170.7651,6716.4129,140.6832,1885.5552,46.4002,263892.7429
2017-01-16,4116.9177,255945.9672,11770.4313,548.9078,2136.96,763.9016,275283.0856
2017-01-17,5578.6179,274094.0568,12586.2975,3707.312,2100.1536,831.9619,298898.3997
2017-01-18,6576.939,286071.5394,14879.0313,6872.5734,2078.7456,862.4077,317341.2364
2017-01-19,6451.17,283925.3409,14365.5471,6616.3132,2012.7648,868.2905,314239.4265
2017-01-20,8120.406,393649.911,24032.0214,16705.024,2224.7136,1906.5662,446638.6422
2017-01-21,9314.9742,415230.5439,41153.4837,27476.4686,2475.5904,2319.0244,497970.0852
2017-01-22,11360.4324,445253.0436,53208.0693,35905.5158,2486.0256,2578.6992,550791.7859
2017-01-23,11832.9645,449177.1282,56805.5673,36946.1512,2840.2656,2553.8744,560155.9512
2017-01-24,18508.1457,632869.731,55506.4551,51911.9902,3000.192,3099.6042,764896.1182
2017-01-25,19228.9614,645098.2524,58584.8169,58219.84,3114.8352,3569.1502,787815.8561
2017-01-26,21783.123,714890.2455,72412.011,62223.7812,3311.4048,3533.9458,878154.5113
2017-01-27,21652.4385,713383.5546,71928.1998,61831.483,3291.2832,3519.4621,875606.4212
2017-01-28,21300.9633,709539.1794,70449.9192,60934.6276,3182.6784,3481.8784,868889.2463
2017-01-29,20664.7959,701343.3123,68720.2659,59491.187,3072.3936,3377.4895,856669.4442
2017-01-30,20238.639,695798.0118,67172.3244,58418.92,2972.0256,3321.0793,847921.0001
2017-01-31,18644.5932,699828.8337,63163.5021,58643.3274,3116.1216,3439.0664,846835.4444
2017-02-01,17562.7425,695422.8279,58991.1957,57505.0322,2862.9504,2953.7585,835298.5072
2017-02-02,16832.2992,692297.2116,51196.5225,54987.3338,3068.8128,2078.2377,820460.4176
2017-02-03,14637.6471,677165.7105,41756.976,51400.244,2782.1568,1454.2066,789196.941
2017-02-04,12643.4118,662620.1193,27523.6857,45381.1708,2582.496,987.9716,751738.8552
2017-02-05,11372.0262,643047.3387,14945.0184,37535.0962,2386.2912,559.79,709845.5607
2017-02-06,10552.4259,622079.1855,7082.3799,29580.4124,2233.0464,308.5698,671836.0199
2017-02-07,11739.9429,610142.9319,3578.4225,23613.5424,2110.224,236.2283,651421.292
2017-02-08,9658.2795,580914.7776,56.6613,16547.5296,1545.168,124.7246,608847.1406
2017-02-09,7416.303,523984.8582,0,7844.858,1000.848,0,540246.8672
2017-02-10,6107.3562,483047.2098,0,3656.1042,676.0128,0,493486.683
2017-02-11,2838.5826,342101.7504,0,1.659,207.5136,0,345149.5056
2017-02-12,1367.3226,225428.2614,0,0,193.1424,0,226988.7264
2017-02-13,1327.7613,213627.1473,64.2915,1688.309,236.2464,735.0343,217678.7898
2017-02-14,4517.9886,450890.4222,8585.2467,14662.5738,236.2464,1355.123,480247.6007
2017-02-15,4265.5692,452329.3143,6593.9058,14823.9392,230.6592,1420.2727,479663.6604
2017-02-16,3563.8053,445427.5797,5371.9434,12855.7016,224.2752,4282.8863,471726.1915
2017-02-17,2693.2533,449940.3228,1704.6432,8147.902,213.1008,4113.7481,466812.9702
2017-02-18,2062.137,438243.1974,79.2693,4332.6444,219.4848,3868.8804,448805.6133
